Frequency,Nominal,Min,Max
106,28877.248232001966,28692.23952168569,29108.989982247236
108,28870.763499904104,28682.0411262484,29104.522706333268
110,28864.62791400102,28672.39059546567,29100.296246746722
112,28858.81687405194,28663.249432256045,29096.2936109718
115,28850.660205890832,28650.416622073666,29090.675740735554
118,28843.11566069017,28638.544971548796,29085.47991571986
120,28838.396243629602,28631.117852363393,29082.229936860236
122,28833.906304381067,28624.051210526675,29079.138142148524
125,28827.56998133679,28614.077479146687,29074.77517813229
128,28821.672687713773,28604.7936508711,29070.71478736646
130,28817.96531404986,28598.956739106456,29068.162330137704
132,28814.424732213924,28593.38201425565,29065.724803265814
135,28809.40524278717,28585.478027617362,29062.269279886248
138,28804.7087479221,28578.081915293384,29059.036285979528
140,28801.743684659818,28573.412123337053,29056.99526883952
142,28798.90273502835,28568.937537713697,29055.03974860117
145,28794.859215372246,28562.568418766743,29052.25656507583
148,28791.05856697461,28556.581377125276,29049.640664814335
150,28788.650240310635,28552.787375396292,29047.983124896335
155,28783.031233445123,28543.93464319186,29044.115993622974
160,28777.929782583942,28535.89643795523,29040.60526433601
165,28773.284249369062,28528.57587837888,29037.40846179418
170,28769.041902126333,28521.89006179894,29034.489253279797
175,28765.157415477126,28515.767713264213,29031.81641293138
180,28761.591656656663,28510.14728303608,29029.362984172574
185,28758.310697613233,28504.97539741022,29027.105598097343
190,28755.285006145503,28500.20558984664,29025.023915492307
195,28752.488779943757,28495.797255932965,29023.100167519715
200,28749.899395400542,28491.714788185913,29021.31877561989
205,28747.496949136235,28487.926856186517,29019.66603539693
210,28745.263874839482,28484.405804814716,29018.129852470294
215,28743.184621611075,28481.127148956555,29016.699520755134
220,28741.24538278451,28478.069147411257,29015.365535559005
225,28739.43386637127,28475.212442126962,29014.11943538496
230,28737.739099987375,28472.539751567627,29012.953667511258
235,28736.15126446757,28470.035609126648,29011.861473350204
240,28734.661551445974,28467.686139182097,29010.836790328925
245,28733.262041038233,28465.47886472997,29009.8741676262
250,28731.945596447476,28463.402541608626,29008.96869357362
255,28730.705772870337,28461.447015196187,29008.11593291183
260,28729.536738528263,28459.60309616634,29007.31187240226
270,28727.39037244391,28456.217515102897,29005.83563137175
275,28726.40386714279,28454.66139586679,29005.157138408118
280,28725.46970580656,28453.187815120404,29004.514653124963
285,28724.58425023304,28451.791038437288,29003.905672205216
290,28723.74417286641,28450.46582077669,29003.327906134287
295,28722.946425507118,28449.207357218016,29002.779257658032
300,28722.188211637607,28448.011239384512,29002.257802730903
